site_id,country,text_color,bg_color,font_size_px,font_weight,contrast_ratio,L_text,a_text,b_text,L_bg,a_bg,b_bg,es_texto_grande,clasificacion,cumple_aa,cluster
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",60.8,500,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(242, 242, 242)",12.0,400,1.1194947432057414,100.0,0.0052604999583039,-0.0104081845252679,95.49355853071668,0.0050561367241908,-0.0100038407807812,False,falla,False,0
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(255, 255, 255)","rgb(249, 145, 43)",29.2,700,2.304402684594889,100.0,0.0052604999583039,-0.0104081845252679,69.87003664680154,32.49533408262767,66.06893788737443,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(249, 145, 43)",29.2,700,2.304402684594889,100.0,0.0052604999583039,-0.0104081845252679,69.87003664680154,32.49533408262767,66.06893788737443,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(249, 145, 43)",29.2,700,2.304402684594889,100.0,0.0052604999583039,-0.0104081845252679,69.87003664680154,32.49533408262767,66.06893788737443,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(2, 175, 146)",29.2,700,2.7815915654647263,100.0,0.0052604999583039,-0.0104081845252679,63.95648281762048,-44.57591435516511,4.287808619557398,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(2, 175, 146)",29.2,700,2.7815915654647263,100.0,0.0052604999583039,-0.0104081845252679,63.95648281762048,-44.57591435516511,4.287808619557398,True,falla,False,0
U0002,Argentina,"rgb(255, 255, 255)","rgb(0, 171, 210)",29.2,700,2.70765361359998,100.0,0.0052604999583039,-0.0104081845252679,64.78674209570003,-22.831180152375897,-30.069693813453767,True,falla,False,0
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
U0002,Argentina,"rgb(63, 86, 247)","rgba(63, 86, 247, 0.15)",9.0,700,1.0,44.84021616728106,45.52385358496952,-82.53018340434637,44.84021616728106,45.52385358496952,-82.53018340434637,False,falla,False,2
